Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
WHAT I WANT,ITZY,CHECKMATE,64EGnoCD5NuC41OqQ3E7UK,28E5sYRuv2gpZPEdNAwMkE,46,2022-07-15,143067,False,https://open.spotify.com/track/28E5sYRuv2gpZPEdNAwMkE,0.865,0.926,4,-2.28,0,0.0659,0.0541,0.0,0.366,0.541,124.034
Free Fall,ITZY,CHECKMATE,64EGnoCD5NuC41OqQ3E7UK,3bW8vRr2qQwtmz46OEPZKk,44,2022-07-15,179227,False,https://open.spotify.com/track/3bW8vRr2qQwtmz46OEPZKk,0.623,0.95,0,-2.408,1,0.376,0.053,1.07e-06,0.133,0.486,177.092
365,ITZY,CHECKMATE,64EGnoCD5NuC41OqQ3E7UK,5J0fF2lLWE6KJMzICG8OHt,43,2022-07-15,185427,False,https://open.spotify.com/track/5J0fF2lLWE6KJMzICG8OHt,0.818,0.725,9,-2.828,1,0.16,0.0313,0.0,0.345,0.333,145.04
DOMINO,ITZY,CHECKMATE,64EGnoCD5NuC41OqQ3E7UK,2Yi1F6c06h8HY5ZIvNRogo,45,2022-07-15,186293,False,https://open.spotify.com/track/2Yi1F6c06h8HY5ZIvNRogo,0.709,0.755,4,-2.801,1,0.0675,0.055,0.0,0.0831,0.511,141.905
SNEAKERS (English Ver.),ITZY,CHECKMATE,64EGnoCD5NuC41OqQ3E7UK,4DM60RC0fVoHbVRtl4Fjdp,42,2022-07-15,179453,False,https://open.spotify.com/track/4DM60RC0fVoHbVRtl4Fjdp,0.92,0.851,7,-3.318,1,0.0588,0.0188,4.61e-06,0.0242,0.608,119.971
Boys Like You,ITZY,Boys Like You,1KYgerdWcEqB7KbppYtdXU,34y2pV3RGFiCHSP12bNHVk,58,2022-10-21,223373,False,https://open.spotify.com/track/34y2pV3RGFiCHSP12bNHVk,0.836,0.903,2,-4.249,1,0.105,0.0318,0.0,0.0688,0.882,128.009
Cheshire,ITZY,CHESHIRE,2a1ezg7hE6Dyuymv1aCnkm,7ixVW7RobslvMrvlzHYLha,69,2022-11-30,182453,False,https://open.spotify.com/track/7ixVW7RobslvMrvlzHYLha,0.79,0.838,7,-3.183,1,0.0501,0.332,7.07e-06,0.357,0.738,98.966
Snowy,ITZY,CHESHIRE,2a1ezg7hE6Dyuymv1aCnkm,1i0NAz5emJMbRWSkADMsL7,54,2022-11-30,173560,False,https://open.spotify.com/track/1i0NAz5emJMbRWSkADMsL7,0.766,0.827,11,-2.851,0,0.0384,0.115,0.0,0.29,0.813,132.945
Freaky,ITZY,CHESHIRE,2a1ezg7hE6Dyuymv1aCnkm,6VgVT2ZxtssMdzrbfW1R0d,46,2022-11-30,175147,False,https://open.spotify.com/track/6VgVT2ZxtssMdzrbfW1R0d,0.832,0.684,3,-4.358,1,0.118,0.358,0.0,0.193,0.688,95.022
Boys Like You,ITZY,CHESHIRE,2a1ezg7hE6Dyuymv1aCnkm,1V3EKDf81bitSEQTYjOJzZ,43,2022-11-30,223387,False,https://open.spotify.com/track/1V3EKDf81bitSEQTYjOJzZ,0.834,0.89,2,-4.359,1,0.117,0.0296,0.0,0.0597,0.874,127.994
BET ON ME,ITZY,KILL MY DOUBT,6P01cKb7sdwfnNpuMLNEik,5BCPIye83pj24VjCzQuL5F,59,2023-07-31,199107,False,https://open.spotify.com/track/5BCPIye83pj24VjCzQuL5F,0.917,0.83,8,-2.027,1,0.159,0.0215,0.0,0.196,0.65,138.048
CAKE,ITZY,KILL MY DOUBT,6P01cKb7sdwfnNpuMLNEik,3syxwxJqX5jpgjNYmvzdW6,75,2023-07-31,198887,False,https://open.spotify.com/track/3syxwxJqX5jpgjNYmvzdW6,0.801,0.758,7,-4.31,1,0.0445,0.0663,4.1e-06,0.0431,0.576,103.07
None of My Business,ITZY,KILL MY DOUBT,6P01cKb7sdwfnNpuMLNEik,6iYfUvWNdKulAgX2TOhk5u,61,2023-07-31,202160,False,https://open.spotify.com/track/6iYfUvWNdKulAgX2TOhk5u,0.769,0.781,0,-3.557,1,0.0823,0.539,0.0,0.445,0.6,97.99
Bratty,ITZY,KILL MY DOUBT,6P01cKb7sdwfnNpuMLNEik,5Z0gyPr6idyscwLribVpFH,51,2023-07-31,162840,False,https://open.spotify.com/track/5Z0gyPr6idyscwLribVpFH,0.859,0.83,2,-1.49,1,0.0438,0.128,0.0,0.124,0.854,99.963
Psychic Lover,ITZY,KILL MY DOUBT,6P01cKb7sdwfnNpuMLNEik,5Xik9Cid9UnaLMOyaDYO8F,56,2023-07-31,164453,False,https://open.spotify.com/track/5Xik9Cid9UnaLMOyaDYO8F,0.64,0.845,11,-3.079,0,0.225,0.231,0.0,0.0601,0.606,173.94
Kill Shot,ITZY,KILL MY DOUBT,6P01cKb7sdwfnNpuMLNEik,3i7Z0CI7QIwnU4MVL0XJB9,60,2023-07-31,136867,False,https://open.spotify.com/track/3i7Z0CI7QIwnU4MVL0XJB9,0.719,0.79,1,-4.781,0,0.113,0.136,2.2e-06,0.169,0.81,100.106
Trust Me (MIDZY) - Japanese ver.,ITZY,Trust Me (MIDZY) [Japanese ver.],60NlQsbRpTiScK1lrslOUf,0wVLk4dLdgNwrIy1yhghFy,41,2023-08-30,221639,False,https://open.spotify.com/track/0wVLk4dLdgNwrIy1yhghFy,0.618,0.512,2,-5.828,1,0.0391,0.288,0.0,0.168,0.306,159.893
Blah Blah Blah,ITZY,Blah Blah Blah,3xDuIhFckdZPrS38dSr5Cl,3ALt4WplxeikQsVAR8rW4w,40,2022-10-05,186573,False,https://open.spotify.com/track/3ALt4WplxeikQsVAR8rW4w,0.842,0.899,3,-4.169,0,0.192,0.0238,0.0,0.345,0.881,115.961
Can't tie me down,ITZY,Blah Blah Blah,3xDuIhFckdZPrS38dSr5Cl,0dUmImUrt3AnbItexrt6wi,36,2022-10-05,185200,False,https://open.spotify.com/track/0dUmImUrt3AnbItexrt6wi,0.762,0.725,11,-4.232,0,0.0857,0.00584,0.0,0.0676,0.618,144.989
DALLA DALLA - Japanese ver.,ITZY,IT'z ITZY (Japanese ver.),1VvOaePbpheLTFGUlOb2yE,0OvHs9ccBYfv0447jwWTxr,37,2021-12-22,199904,False,https://open.spotify.com/track/0OvHs9ccBYfv0447jwWTxr,0.797,0.852,11,-4.313,0,0.0717,0.00124,0.000167,0.329,0.784,125.012
ICY - Japanese ver.,ITZY,IT'z ITZY (Japanese ver.),1VvOaePbpheLTFGUlOb2yE,67wtPyGqfHR548kN1LZrjg,35,2021-12-22,191129,False,https://open.spotify.com/track/67wtPyGqfHR548kN1LZrjg,0.796,0.91,2,-2.822,1,0.0928,0.0297,6.27e-05,0.155,0.806,124.993
WANNABE - Japanese ver.,ITZY,IT'z ITZY (Japanese ver.),1VvOaePbpheLTFGUlOb2yE,3fCRL3dDIapKnahoRXoSPg,35,2021-12-22,191242,False,https://open.spotify.com/track/3fCRL3dDIapKnahoRXoSPg,0.818,0.888,6,-4.227,0,0.0717,0.00955,0.000396,0.178,0.659,122.041
Not Shy - Japanese ver.,ITZY,IT'z ITZY (Japanese ver.),1VvOaePbpheLTFGUlOb2yE,0odXyiHUGaXGewarou0KV6,34,2021-12-22,177743,False,https://open.spotify.com/track/0odXyiHUGaXGewarou0KV6,0.81,0.903,2,-2.945,0,0.132,0.151,0.0,0.243,0.547,101.0
In the morning - Japanese ver.,ITZY,IT'z ITZY (Japanese ver.),1VvOaePbpheLTFGUlOb2yE,1wcd1uC0CCZnMv2q8DqVgB,34,2021-12-22,172373,False,https://open.spotify.com/track/1wcd1uC0CCZnMv2q8DqVgB,0.847,0.818,6,-4.856,0,0.169,0.0676,0.000105,0.0892,0.756,140.053
LOCO - Japanese ver.,ITZY,IT'z ITZY (Japanese ver.),1VvOaePbpheLTFGUlOb2yE,1QiweW5dV0ydwbQmDogAvq,31,2021-12-22,191648,False,https://open.spotify.com/track/1QiweW5dV0ydwbQmDogAvq,0.786,0.855,1,-3.866,1,0.2,0.0146,0.000349,0.354,0.62,101.992
Voltage,ITZY,Voltage,6BhKPFeQDaBldGMl1vd28h,4EU1zmA8pFzPAjhzZz9xOT,40,2022-04-06,221360,False,https://open.spotify.com/track/4EU1zmA8pFzPAjhzZz9xOT,0.753,0.893,5,-2.781,0,0.0694,0.0428,0.0,0.108,0.386,107.003
Spice,ITZY,Voltage,6BhKPFeQDaBldGMl1vd28h,4mFwA8AtXjuriVlQiRyeWr,44,2022-04-06,191640,False,https://open.spotify.com/track/4mFwA8AtXjuriVlQiRyeWr,0.768,0.818,9,-2.756,1,0.0381,0.136,6.22e-05,0.0876,0.792,143.033
I WANT,IVE,I WANT,1BxRutqDtvMJfiovw76gxe,1Xnha5ko8j7yY8O3ATe0Vs,64,2023-07-13,180627,False,https://open.spotify.com/track/1Xnha5ko8j7yY8O3ATe0Vs,0.793,0.768,1,-1.909,1,0.0499,0.0328,0.0,0.121,0.802,129.944
WAVE,IVE,WAVE,5GsSoccwm4oOWG2l50yM8B,4KbAeP4MzcufUQUPjqTFyJ,47,2023-05-31,175893,False,https://open.spotify.com/track/4KbAeP4MzcufUQUPjqTFyJ,0.805,0.765,7,-4.303,1,0.0512,0.0139,1.12e-06,0.257,0.782,118.99
Classic,IVE,WAVE,5GsSoccwm4oOWG2l50yM8B,6jSnUhuqsXWsmlTxvRDzl3,47,2023-05-31,212427,False,https://open.spotify.com/track/6jSnUhuqsXWsmlTxvRDzl3,0.792,0.603,0,-6.207,1,0.0662,0.217,1.86e-05,0.216,0.421,115.027
After LIKE -Japanese version-,IVE,WAVE,5GsSoccwm4oOWG2l50yM8B,1OflugF4ODm5SSO1s0rlAj,45,2023-05-31,178053,False,https://open.spotify.com/track/1OflugF4ODm5SSO1s0rlAj,0.718,0.89,0,-2.03,1,0.0949,0.084,0.0,0.122,0.765,125.125
LOVE DIVE -Japanese version-,IVE,WAVE,5GsSoccwm4oOWG2l50yM8B,5EdURFBfQy2qAPaaaBvyKo,37,2023-05-31,177653,False,https://open.spotify.com/track/5EdURFBfQy2qAPaaaBvyKo,0.694,0.708,1,-4.194,0,0.0441,0.00157,0.000107,0.293,0.505,118.037
Take It -Japanese version-,IVE,WAVE,5GsSoccwm4oOWG2l50yM8B,7MxP3JPxVxuzIbAqi3WVst,39,2023-05-31,205493,False,https://open.spotify.com/track/7MxP3JPxVxuzIbAqi3WVst,0.776,0.916,9,-3.168,0,0.0602,0.0538,0.0,0.0131,0.958,150.024
Blue Blood,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,2avdbiswb0d5AFmyyz68xP,62,2023-04-10,167547,False,https://open.spotify.com/track/2avdbiswb0d5AFmyyz68xP,0.711,0.709,1,-5.923,0,0.0374,0.0041,9.91e-05,0.0843,0.695,98.949
I AM,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,70t7Q6AYG6ZgTYmJWcnkUM,80,2023-04-10,183853,False,https://open.spotify.com/track/70t7Q6AYG6ZgTYmJWcnkUM,0.683,0.875,4,-4.866,0,0.0549,0.0115,0.0,0.084,0.384,122.002
Kitsch,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,7foeH2Emgq8A3LWk3q6dat,72,2023-04-10,195440,False,https://open.spotify.com/track/7foeH2Emgq8A3LWk3q6dat,0.8,0.792,11,-4.953,1,0.0529,0.0119,1.11e-06,0.0495,0.455,102.0
Lips,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,0dRSOmb7pqkkmjXCu5BYbe,61,2023-04-10,181400,False,https://open.spotify.com/track/0dRSOmb7pqkkmjXCu5BYbe,0.785,0.779,7,-3.822,1,0.0324,0.0555,0.0,0.155,0.881,135.964
Heroine,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,171vXOYrexGMVNEMA5rs00,55,2023-04-10,171467,False,https://open.spotify.com/track/171vXOYrexGMVNEMA5rs00,0.834,0.68,8,-6.444,1,0.0683,0.0748,7.64e-06,0.163,0.873,146.018
Mine,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,2wsRZURBbDbaQUuVT9piu1,57,2023-04-10,190427,False,https://open.spotify.com/track/2wsRZURBbDbaQUuVT9piu1,0.547,0.677,4,-5.663,1,0.42,0.0224,0.0,0.123,0.571,128.711
섬찟 (Hypnosis),IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,1tzeAVyGwvoHcVzDit0UeT,59,2023-04-10,146893,False,https://open.spotify.com/track/1tzeAVyGwvoHcVzDit0UeT,0.649,0.718,8,-5.391,1,0.127,0.237,0.0,0.0592,0.46,164.918
NOT YOUR GIRL,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,05aq7OhxdoLiUKOigmiqcj,56,2023-04-10,202107,False,https://open.spotify.com/track/05aq7OhxdoLiUKOigmiqcj,0.743,0.949,7,-2.358,1,0.0725,0.133,2.87e-06,0.267,0.848,119.998
궁금해 (Next Page),IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,5vYsQareJoW2jRJjiTFo6K,55,2023-04-10,199227,False,https://open.spotify.com/track/5vYsQareJoW2jRJjiTFo6K,0.792,0.755,7,-4.312,1,0.0461,0.124,0.0,0.0807,0.544,123.029
Cherish,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,3cw6T3OEgqLiqEDLDQPSnE,57,2023-04-10,194680,False,https://open.spotify.com/track/3cw6T3OEgqLiqEDLDQPSnE,0.853,0.654,5,-5.312,1,0.0669,0.306,4.71e-06,0.11,0.868,112.997
Shine With Me,IVE,I've IVE,38VzP4yWfHdHafITKKRHEB,3L7pilDxJhZz1fP6t4D9P9,55,2023-04-10,224747,False,https://open.spotify.com/track/3L7pilDxJhZz1fP6t4D9P9,0.485,0.556,7,-5.33,1,0.0308,0.0122,0.0,0.368,0.138,139.857
LOVE DIVE -Japanese version-,IVE,LOVE DIVE -Japanese version-,3f8XSIlawxdk1oGTXUbIuX,5P6ePcSpO8v4AHUgZkS3uz,55,2023-01-16,177200,False,https://open.spotify.com/track/5P6ePcSpO8v4AHUgZkS3uz,0.694,0.713,1,-4.208,0,0.0445,0.00172,6.99e-05,0.319,0.512,118.026
ELEVEN -Japanese version-,IVE,ELEVEN -Japanese version-,3T3STfBHgL2LRv4CGlJTAN,3bXYYgpCaYZBud2fB3I4ex,49,2022-10-19,180093,False,https://open.spotify.com/track/3bXYYgpCaYZBud2fB3I4ex,0.822,0.748,9,-3.144,1,0.0852,0.0686,4.13e-06,0.055,0.477,119.886
Queen of Hearts,IVE,ELEVEN -Japanese version-,3T3STfBHgL2LRv4CGlJTAN,4tG2c8LP7J0EsfQ8gKLm7q,50,2022-10-19,145320,False,https://open.spotify.com/track/4tG2c8LP7J0EsfQ8gKLm7q,0.772,0.737,10,-3.62,0,0.0942,0.0141,3.2e-05,0.127,0.752,134.977
After LIKE,IVE,After LIKE,0nzRF7khA2UDSZa9T0B6Da,2gYj9lubBorOPIVWsTXugG,78,2022-08-22,176973,False,https://open.spotify.com/track/2gYj9lubBorOPIVWsTXugG,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014
My Satisfaction,IVE,After LIKE,0nzRF7khA2UDSZa9T0B6Da,3Owz3vrIE44Hvt0sLsfwHI,60,2022-08-22,193000,False,https://open.spotify.com/track/3Owz3vrIE44Hvt0sLsfwHI,0.5,0.923,11,-2.592,0,0.392,0.141,0.0,0.0938,0.362,136.995
LOVE DIVE,IVE,LOVE DIVE,1AFVTHHm7kKoQ6Rgb25x3p,0Q5VnK2DYzRyfqQRJuUtvi,77,2022-04-05,177187,False,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941
ROYAL,IVE,LOVE DIVE,1AFVTHHm7kKoQ6Rgb25x3p,0LMdtBOxbVgrYoA4n0Vwvv,60,2022-04-05,206227,False,https://open.spotify.com/track/0LMdtBOxbVgrYoA4n0Vwvv,0.796,0.85,1,-2.987,1,0.102,0.0905,3.39e-06,0.205,0.47,109.922
ELEVEN,IVE,ELEVEN,1XMYvsHRt52sMi6wittWqI,7n2FZQsaLb7ZRfRPfEeIvr,74,2021-12-01,178453,False,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978
Take It,IVE,ELEVEN,1XMYvsHRt52sMi6wittWqI,70EfheCNy3zOrcT2meMQ1g,56,2021-12-01,204973,False,https://open.spotify.com/track/70EfheCNy3zOrcT2meMQ1g,0.802,0.934,9,-3.216,0,0.0604,0.0609,0.0,0.0158,0.941,150.036
SO BAD,STAYC,Star To A Young Culture,4PrRd0lIunUEiiE5rbZklR,13KR2yNRDrbKwR3dOKCDl4,61,2020-11-12,212265,False,https://open.spotify.com/track/13KR2yNRDrbKwR3dOKCDl4,0.557,0.906,7,-3.109,0,0.103,0.19,0.0,0.0616,0.616,168.978
LIKE THIS,STAYC,Star To A Young Culture,4PrRd0lIunUEiiE5rbZklR,1RdDIsdbpioXZzadE5MLOG,45,2020-11-12,186035,False,https://open.spotify.com/track/1RdDIsdbpioXZzadE5MLOG,0.584,0.757,4,-3.43,0,0.0596,0.0571,6.2e-06,0.0889,0.468,155.919
ASAP,STAYC,STAYDOM,71hjsg660uio3Z8bnbB6fS,5BXr7hYZQOeRttkeWYTq5S,67,2021-04-08,194080,False,https://open.spotify.com/track/5BXr7hYZQOeRttkeWYTq5S,0.764,0.802,0,-4.217,1,0.0351,0.102,0.0,0.189,0.323,132.02
SO WHAT,STAYC,STAYDOM,71hjsg660uio3Z8bnbB6fS,6hC2Qn11Fzw4Ufi4XH6z2m,46,2021-04-08,178853,False,https://open.spotify.com/track/6hC2Qn11Fzw4Ufi4XH6z2m,0.743,0.755,9,-4.591,1,0.0355,0.172,0.0,0.0693,0.634,100.092
LOVE FOOL,STAYC,STAYDOM,71hjsg660uio3Z8bnbB6fS,2OhOkew9BkkLTGBG9cFOz5,49,2021-04-08,218240,False,https://open.spotify.com/track/2OhOkew9BkkLTGBG9cFOz5,0.681,0.596,6,-5.538,1,0.0281,0.231,0.0,0.0551,0.546,119.998
STEREOTYPE,STAYC,STEREOTYPE,7HGjNJBj1NQGNwCzFD2LHj,2bZIDMpzVooosmPHn0tHnd,66,2021-09-06,191696,False,https://open.spotify.com/track/2bZIDMpzVooosmPHn0tHnd,0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298
I’ll BE THERE,STAYC,STEREOTYPE,7HGjNJBj1NQGNwCzFD2LHj,1aWnOcf3GE7xuu4rubVPYL,47,2021-09-06,189481,False,https://open.spotify.com/track/1aWnOcf3GE7xuu4rubVPYL,0.511,0.608,10,-3.585,1,0.0561,0.572,0.0,0.117,0.475,185.657
SLOW DOWN,STAYC,STEREOTYPE,7HGjNJBj1NQGNwCzFD2LHj,4SiwxGPQzlG2r4zatpEzLc,47,2021-09-06,190605,False,https://open.spotify.com/track/4SiwxGPQzlG2r4zatpEzLc,0.79,0.936,4,-4.251,1,0.0852,0.13,0.0,0.363,0.71,118.01
COMPLEX,STAYC,STEREOTYPE,7HGjNJBj1NQGNwCzFD2LHj,1JWtIj2hmFjGucIlC7zfAe,44,2021-09-06,186122,False,https://open.spotify.com/track/1JWtIj2hmFjGucIlC7zfAe,0.736,0.63,0,-5.228,1,0.0592,0.385,0.0,0.141,0.41,94.996
RUN2U,STAYC,YOUNG-LUV.COM,2xPdgNkM4yIQmP7axJ1T1o,3gFcGnU4kTdMYLXDjH1TK8,65,2022-02-21,213427,False,https://open.spotify.com/track/3gFcGnU4kTdMYLXDjH1TK8,0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943
SAME SAME,STAYC,YOUNG-LUV.COM,2xPdgNkM4yIQmP7axJ1T1o,5mr1d04qe0s5ux5fQQcH2p,51,2022-02-21,181467,False,https://open.spotify.com/track/5mr1d04qe0s5ux5fQQcH2p,0.734,0.586,1,-7.135,1,0.143,0.0938,0.0,0.281,0.606,76.011
247,STAYC,YOUNG-LUV.COM,2xPdgNkM4yIQmP7axJ1T1o,51XWwKV6VHCuFftFQLp4iA,50,2022-02-21,190613,False,https://open.spotify.com/track/51XWwKV6VHCuFftFQLp4iA,0.687,0.727,6,-6.242,1,0.195,0.127,0.0,0.169,0.769,92.045
YOUNG LUV,STAYC,YOUNG-LUV.COM,2xPdgNkM4yIQmP7axJ1T1o,7HGKvoju3ucB7UqVt1GoJu,58,2022-02-21,206080,False,https://open.spotify.com/track/7HGKvoju3ucB7UqVt1GoJu,0.695,0.749,7,-4.187,0,0.0277,0.392,5.23e-05,0.104,0.458,129.905
BUTTERFLY,STAYC,YOUNG-LUV.COM,2xPdgNkM4yIQmP7axJ1T1o,1q97NRLZfQlXYvZJAQ7tln,50,2022-02-21,207227,False,https://open.spotify.com/track/1q97NRLZfQlXYvZJAQ7tln,0.567,0.563,3,-6.303,0,0.0362,0.156,1.58e-06,0.119,0.494,179.851
I WANT U BABY,STAYC,YOUNG-LUV.COM,2xPdgNkM4yIQmP7axJ1T1o,4wqvBkHI3a75Fmlirlq3uD,47,2022-02-21,173733,False,https://open.spotify.com/track/4wqvBkHI3a75Fmlirlq3uD,0.738,0.598,7,-6.186,0,0.0597,0.383,0.0,0.139,0.426,135.864
STAR,STAYC,"Our Blues, Pt. 8 (Original Television Soundtrack)",7HGYMEqDL4pBarAVmpQDho,0DZ2mMWPkgDwWBnH6gtsQW,41,2022-05-15,257473,False,https://open.spotify.com/track/0DZ2mMWPkgDwWBnH6gtsQW,0.539,0.44,2,-6.96,1,0.0402,0.647,0.0,0.107,0.478,183.83
BEAUTIFUL MONSTER,STAYC,WE NEED LOVE,04EniWu488MF6louRYafKJ,56s2s5e8WuBsWVKnmz6J9L,60,2022-07-19,180001,False,https://open.spotify.com/track/56s2s5e8WuBsWVKnmz6J9L,0.594,0.647,6,-4.347,1,0.0834,0.121,0.0,0.352,0.511,82.321
I LIKE IT,STAYC,WE NEED LOVE,04EniWu488MF6louRYafKJ,4o84FbQ0YB6F3AWfxTGRHG,43,2022-07-19,158273,False,https://open.spotify.com/track/4o84FbQ0YB6F3AWfxTGRHG,0.762,0.605,2,-5.334,1,0.0329,0.365,0.0,0.32,0.835,99.951
LOVE,STAYC,WE NEED LOVE,04EniWu488MF6louRYafKJ,30VA0uReR9jKiFU7ddriN6,45,2022-07-19,186208,False,https://open.spotify.com/track/30VA0uReR9jKiFU7ddriN6,0.78,0.767,8,-4.979,1,0.0313,0.313,8.95e-05,0.124,0.449,105.01
POPPY - Japanese Ver.,STAYC,POPPY (Japanese Ver.),7GAgQKzoFrEo0ijpW88se8,7aQOA3ggmKpjleEtabVYbI,41,2022-11-23,179867,False,https://open.spotify.com/track/7aQOA3ggmKpjleEtabVYbI,0.819,0.709,4,-5.351,0,0.0382,0.314,0.0,0.13,0.638,126.001
ASAP - Japanese Ver.,STAYC,POPPY (Japanese Ver.),7GAgQKzoFrEo0ijpW88se8,3Wt0F41P9eevGDvBSIIqhE,32,2022-11-23,194613,False,https://open.spotify.com/track/3Wt0F41P9eevGDvBSIIqhE,0.75,0.762,0,-5.436,1,0.0321,0.119,0.0,0.176,0.314,131.997
Teddy Bear,STAYC,Teddy Bear,325MEzmbNCQvjsP3oaJh4x,4kSDi21MeOoSvpZs6MveI9,64,2023-02-14,189773,False,https://open.spotify.com/track/4kSDi21MeOoSvpZs6MveI9,0.757,0.91,7,-3.953,1,0.0524,0.105,0.0,0.387,0.686,119.04
Poppy (Korean Ver.),STAYC,Teddy Bear,325MEzmbNCQvjsP3oaJh4x,7KqISJoXbapng18bmmG0oa,44,2023-02-14,178293,False,https://open.spotify.com/track/7KqISJoXbapng18bmmG0oa,0.808,0.786,4,-3.842,0,0.0375,0.139,0.0,0.266,0.821,126.047
Teddy Bear - Japanese Ver.,STAYC,Teddy Bear (Japanese Ver.),5bAsWS1V3sJyZvDPXMSTUC,1YLb3ORC4AEegaFJvD944o,36,2023-04-05,189773,False,https://open.spotify.com/track/1YLb3ORC4AEegaFJvD944o,0.77,0.93,7,-3.754,1,0.0586,0.126,0.0,0.363,0.709,119.047
Stereotype - Japanese Ver.,STAYC,Teddy Bear (Japanese Ver.),5bAsWS1V3sJyZvDPXMSTUC,48DTW44emTEbPJPvrIav94,33,2023-04-05,191440,False,https://open.spotify.com/track/48DTW44emTEbPJPvrIav94,0.668,0.739,6,-4.471,1,0.0518,0.191,0.0,0.259,0.786,148.145
Bubble,STAYC,TEENFRESH,4P5wnRQTBnnjNbjt7A6S6x,4P5ozkI1bxiGxA5rZ27jlO,66,2023-08-16,179276,False,https://open.spotify.com/track/4P5ozkI1bxiGxA5rZ27jlO,0.768,0.765,9,-3.487,1,0.0602,0.0299,0.0,0.0695,0.717,131.985
﻿Not Like You,STAYC,TEENFRESH,4P5wnRQTBnnjNbjt7A6S6x,1HnJhU3MhAnRQzdkFm6xQr,48,2023-08-16,169418,False,https://open.spotify.com/track/1HnJhU3MhAnRQzdkFm6xQr,0.561,0.613,1,-5.057,1,0.0474,0.0786,1.37e-05,0.283,0.819,97.799
﻿I Wanna Do,STAYC,TEENFRESH,4P5wnRQTBnnjNbjt7A6S6x,4o5kutixgRy60bljwP4zyr,48,2023-08-16,174204,False,https://open.spotify.com/track/4o5kutixgRy60bljwP4zyr,0.716,0.765,8,-3.816,1,0.0764,0.271,0.0,0.202,0.677,139.934
﻿Be Mine,STAYC,TEENFRESH,4P5wnRQTBnnjNbjt7A6S6x,3g4jq4wctEo0fVaTDKjk3Q,47,2023-08-16,165789,False,https://open.spotify.com/track/3g4jq4wctEo0fVaTDKjk3Q,0.703,0.819,4,-4.853,1,0.157,0.184,0.0,0.107,0.767,170.001
﻿Bubble (English Ver.),STAYC,TEENFRESH,4P5wnRQTBnnjNbjt7A6S6x,3bcqk74mnFzQF2bfOMG7iK,45,2023-08-16,179253,False,https://open.spotify.com/track/3bcqk74mnFzQF2bfOMG7iK,0.773,0.768,9,-3.441,1,0.0656,0.0272,0.0,0.0437,0.762,131.984
Barbie Dreams (feat. Kaliii) [From Barbie The Album],"FIFTY FIFTY, Kaliii",Barbie Dreams (feat. Kaliii) [From Barbie The Album],5x9fQvlmhZqWoifJs9dVVL,7njDhlprmHJ1I9pM0rxMON,65,2023-07-06,149438,False,https://open.spotify.com/track/7njDhlprmHJ1I9pM0rxMON,0.72,0.794,6,-2.644,1,0.0862,0.378,0.0,0.122,0.856,138.089
Cupid,FIFTY FIFTY,The Beginning: Cupid,5letLUZIFsQikJYShfGNs4,5mg3VB3Qh7jcR5kAAC4DSV,70,2023-02-24,174253,False,https://open.spotify.com/track/5mg3VB3Qh7jcR5kAAC4DSV,0.774,0.66,2,-8.2,1,0.0328,0.662,0.0,0.4,0.961,120.023
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,5letLUZIFsQikJYShfGNs4,7FbrGaHYVDmfr7KoLIZnQ7,82,2023-02-24,174253,False,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018
Tell Me,FIFTY FIFTY,THE FIFTY,3EDWNnbmr36DRQOkyoLQRS,1UglC0beXmI87ubdZgTXbr,60,2022-11-18,217947,False,https://open.spotify.com/track/1UglC0beXmI87ubdZgTXbr,0.706,0.843,1,-4.277,0,0.0582,0.27,0.0,0.132,0.815,111.945
